player_id,player_name,season_name,start_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,yellow_cards,red_cards
228,Malo Gusto,2024/25,50,60,1853,0,1,4,26,2,4,0
229,Benoît Badiashile Mukinayi,2023/24,45,35,1337,0,1,3,31,4,3,0
229,Benoît Badiashile Mukinayi,2024/25,45,7,332,0,0,0,5,0,0,0
230,Wesley Fofana,2023/24,45,0,0,0,0,0,0,0,0,0
230,Wesley Fofana,2024/25,45,26,1172,0,0,2,13,2,7,0
232,Tosin Adarabioyo,2023/24,45,66,1616,2,0,6,25,2,2,0
232,Tosin Adarabioyo,2024/25,45,71,1403,1,1,7,14,7,4,0
233,Josh Acheampong,2023/24,40,1,5,0,0,0,0,0,0,0
233,Josh Acheampong,2024/25,40,4,168,0,0,0,3,0,1,0
234,Aarón Anselmino,2024/25,40,0,0,0,0,0,0,0,0,0
235,Cole Palmer,2023/24,50,244,2617,22,13,7,46,32,7,0
235,Cole Palmer,2024/25,105,214,3193,15,10,10,41,35,7,0
236,Pedro Lomba Neto,2023/24,55,86,1516,2,11,3,27,8,4,0
236,Pedro Lomba Neto,2024/25,65,104,2262,4,6,8,25,9,8,0
237,Enzo Fernández,2023/24,50,77,2208,3,3,5,47,4,7,0
237,Enzo Fernández,2024/25,50,135,2943,6,8,10,37,11,8,0
240,Christopher Nkunku,2023/24,75,29,437,3,0,0,12,4,0,0
240,Christopher Nkunku,2024/25,65,60,904,3,2,2,16,5,2,0
241,Moisés Caicedo Corozo,2023/24,50,84,2865,1,3,7,50,6,11,0
241,Moisés Caicedo Corozo,2024/25,50,98,3351,1,4,12,42,4,11,0
243,Tyrique George,2023/24,45,0,0,0,0,0,0,0,0,0
243,Tyrique George,2024/25,45,17,177,1,1,1,0,0,1,0
244,Roméo Lavia,2023/24,50,1,32,0,0,0,0,0,0,0
244,Roméo Lavia,2024/25,45,26,792,0,1,3,11,0,4,0
245,Mykhailo Mudryk,2023/24,65,94,1564,5,5,7,28,5,5,0
245,Mykhailo Mudryk,2024/25,65,7,145,0,0,0,2,0,0,0
246,Andrey Nascimento dos Santos,2023/24,45,1,7,0,0,0,0,0,0,0
246,Andrey Nascimento dos Santos,2024/25,45,0,0,0,0,0,0,0,0,0
249,João Pedro Junqueira de Jesus,2023/24,55,104,2037,9,3,5,38,12,2,0
249,João Pedro Junqueira de Jesus,2024/25,55,126,1946,10,6,6,28,26,4,1
250,Liam Delap,2022/23,45,0,0,0,0,0,0,0,0,0
250,Liam Delap,2024/25,55,132,2587,12,2,3,58,22,12,0
251,Nicolas Jackson,2023/24,70,142,2801,14,6,9,48,12,10,0
251,Nicolas Jackson,2024/25,75,121,2220,10,6,11,24,17,7,1
252,Marc Guiu Paz,2024/25,50,3,71,0,0,0,2,0,0,0
453,Alejandro Garnacho Ferreyra,2023/24,50,131,2564,7,7,8,39,7,4,0
453,Alejandro Garnacho Ferreyra,2024/25,65,106,2188,6,4,5,36,7,3,0
253,Dean Henderson,2023/24,45,48,1620,0,0,4,30,2,2,0
253,Dean Henderson,2024/25,45,135,3420,0,0,11,51,8,3,0
255,Remi Matthews,2023/24,40,1,3,0,0,0,1,0,0,0
255,Remi Matthews,2024/25,40,0,0,0,0,0,0,0,0,0
256,Daniel Muñoz Mejía,2023/24,45,56,1440,0,4,5,22,3,4,0
256,Daniel Muñoz Mejía,2024/25,50,142,3229,4,6,11,46,9,10,0
257,Maxence Lacroix,2024/25,45,114,3116,1,2,11,45,9,5,0
258,Tyrick Mitchell,2023/24,45,119,3204,2,3,10,55,10,6,0
258,Tyrick Mitchell,2024/25,50,123,3090,0,6,12,46,4,2,0
260,Marc Guéhi,2023/24,45,66,2020,0,1,6,32,6,2,0
260,Marc Guéhi,2024/25,45,116,3059,3,2,11,42,11,7,1
261,Chris Richards,2023/24,40,62,2091,1,1,4,38,4,3,0
261,Chris Richards,2024/25,45,68,1921,1,1,7,31,2,2,1
262,Chadi Riad Dnanou,2024/25,45,1,90,0,0,0,2,0,0,0
263,Nathaniel Clyne,2023/24,45,52,1335,0,1,5,16,0,0,0
263,Nathaniel Clyne,2024/25,45,18,477,0,0,1,11,0,1,0
264,Rob Holding,2023/24,45,0,0,0,0,0,0,0,0,0
264,Rob Holding,2024/25,45,0,0,0,0,0,0,0,0,0
265,Caleb Kporha,2024/25,40,2,11,0,0,0,1,0,0,0
267,Ismaïla Sarr,2021/22,60,81,1862,5,2,2,40,9,2,0
267,Ismaïla Sarr,2024/25,60,149,2708,8,7,10,39,14,4,0
268,Cheick Doucouré,2023/24,50,21,920,0,0,3,12,0,2,0
268,Cheick Doucouré,2024/25,50,19,443,0,1,1,6,0,1,0
269,Romain Esse,2024/25,50,22,138,1,2,0,3,3,0,0
270,Will Hughes,2023/24,50,61,1886,0,2,8,38,2,6,0
270,Will Hughes,2024/25,50,67,2100,0,4,10,31,3,11,0
271,Daichi Kamada,2024/25,55,45,1545,0,0,3,27,0,4,1
272,Jefferson Lerma Solís,2023/24,50,64,2399,1,1,5,46,4,8,0
272,Jefferson Lerma Solís,2024/25,50,58,2270,0,1,6,36,2,9,0
273,Adam Wharton,2023/24,50,50,1296,0,3,7,16,4,2,0
273,Adam Wharton,2024/25,50,42,1314,0,2,4,21,0,2,0
274,Asher Agbinone,2024/25,45,2,4,0,0,0,0,0,0,0
275,Naouirou Ahamada,2023/24,45,16,332,0,0,0,14,0,2,1
275,Naouirou Ahamada,2024/25,45,0,0,0,0,0,0,0,0,0
276,Justin Devenny,2024/25,45,34,494,1,1,0,8,1,1,0
277,Malcolm Ebiowei,2023/24,45,0,0,0,0,0,0,0,0,0
277,Malcolm Ebiowei,2024/25,45,0,0,0,0,0,0,0,0,0
278,Jesurun Rak-Sakyi,2023/24,45,8,132,0,0,1,3,0,0,0
278,Jesurun Rak-Sakyi,2024/25,45,0,0,0,0,0,0,0,0,0
279,Matheus França de Oliveira,2023/24,50,16,224,0,2,0,7,0,1,0
279,Matheus França de Oliveira,2024/25,45,9,52,1,0,0,0,0,0,0
280,David Ozoh,2023/24,45,8,148,0,0,0,5,0,1,0
280,David Ozoh,2024/25,45,0,0,0,0,0,0,0,0,0
281,Kaden Rodney,2023/24,45,0,0,0,0,0,0,0,0,0
281,Kaden Rodney,2024/25,45,0,0,0,0,0,0,0,0,0
282,Franco Umeh-Chibueze,2023/24,45,0,0,0,0,0,0,0,0,0
282,Franco Umeh-Chibueze,2024/25,45,0,0,0,0,0,0,0,0,0
283,Jean-Philippe Mateta,2023/24,50,165,2274,16,7,8,44,22,3,0
283,Jean-Philippe Mateta,2024/25,75,150,2642,14,2,9,37,27,2,0
284,Eddie Nketiah,2023/24,55,71,1065,5,4,6,10,5,3,0
284,Eddie Nketiah,2024/25,60,53,1018,3,2,2,17,4,4,1
285,Odsonne Édouard,2023/24,55,79,1545,7,0,6,24,9,4,0
285,Odsonne Édouard,2024/25,55,7,141,0,0,0,3,0,0,0
286,Zach Marsh,2024/25,45,0,0,0,0,0,0,0,0,0
242,Kiernan Dewsbury-Hall,2022/23,50,82,2305,2,3,7,41,5,3,1
242,Kiernan Dewsbury-Hall,2024/25,60,18,257,0,1,0,3,1,0,0
287,Jordan Pickford,2023/24,45,153,3420,0,0,13,51,22,5,0
287,Jordan Pickford,2024/25,50,158,3420,0,1,12,44,15,7,0
288,Mark Travers,2023/24,40,19,360,0,0,2,5,2,0,0
288,Mark Travers,2024/25,45,19,450,0,0,1,5,1,0,0
289,Harry Tyrer,2020/21,40,0,0,0,0,0,0,0,0,0
289,Harry Tyrer,2021/22,40,0,0,0,0,0,0,0,0,0
290,Jarrad Branthwaite,2023/24,40,124,3116,3,1,12,44,10,8,0
290,Jarrad Branthwaite,2024/25,50,88,2509,0,1,9,28,3,4,0
291,James Tarkowski,2023/24,45,117,3420,1,1,13,51,10,11,0
291,James Tarkowski,2024/25,50,105,2922,1,1,10,38,8,6,0
292,Vitalii Mykolenko,2023/24,45,101,2469,2,1,9,37,9,1,0
292,Vitalii Mykolenko,2024/25,45,121,3082,1,3,11,39,9,4,0
293,Jake O'Brien,2023/24,40,0,0,0,0,0,0,0,0,0
293,Jake O'Brien,2024/25,50,65,1568,2,0,5,17,5,5,0
294,Séamus Coleman,2023/24,45,30,661,0,0,4,10,3,0,0
294,Séamus Coleman,2024/25,45,5,214,0,0,0,4,0,1,0
295,Michael Keane,2023/24,45,18,437,1,0,1,13,2,2,0
295,Michael Keane,2024/25,40,48,1046,3,0,3,20,4,5,0
296,Nathan Patterson,2023/24,45,34,1000,0,2,2,21,3,4,0
296,Nathan Patterson,2024/25,45,14,342,0,1,0,6,0,1,0
297,Roman Dixon,2024/25,40,0,90,0,0,0,4,0,0,0
298,Reece Welch,2022/23,40,0,0,0,0,0,0,0,0,0
298,Reece Welch,2024/25,40,0,0,0,0,0,0,0,0,0
299,Iliman Ndiaye,2023/24,55,0,0,0,0,0,0,0,0,0
299,Iliman Ndiaye,2024/25,55,114,2426,9,0,15,24,21,3,0
300,Dwight McNeil,2023/24,55,124,2891,3,8,12,39,8,2,0
300,Dwight McNeil,2024/25,55,93,1366,4,8,5,24,9,1,0
301,Carlos Alcaraz Durán,2022/23,50,55,1024,4,2,0,25,4,3,0
301,Carlos Alcaraz Durán,2024/25,50,44,766,2,3,1,9,5,4,0
302,Idrissa Gana Gueye,2023/24,50,73,1885,4,0,7,25,10,8,0
302,Idrissa Gana Gueye,2024/25,50,89,3063,0,3,12,39,5,9,0
303,James Garner,2023/24,50,87,3001,1,2,11,47,3,7,0
303,James Garner,2024/25,50,42,1590,0,1,5,19,0,5,0
304,Tim Iroegbunam,2023/24,45,10,157,0,0,0,7,0,0,0
304,Tim Iroegbunam,2024/25,45,22,562,0,1,0,16,0,4,0
305,Harrison Armstrong,2024/25,45,2,47,0,0,0,1,0,1,0
306,Callum Bates,2024/25,45,0,0,0,0,0,0,0,0,0
307,Coby Ebere,2024/25,45,0,0,0,0,0,0,0,0,0
308,Isaac Heath,2024/25,45,0,0,0,0,0,0,0,0,0
309,Jenson Metcalfe,2023/24,45,0,0,0,0,0,0,0,0,0
309,Jenson Metcalfe,2024/25,45,0,0,0,0,0,0,0,0,0
311,Norberto Bercique Gomes Betuncal,2023/24,60,50,943,3,0,2,20,3,2,0
311,Norberto Bercique Gomes Betuncal,2024/25,50,87,1521,8,0,4,24,11,2,0
312,Youssef Ramalho Chermiti,2023/24,50,16,196,0,0,1,4,0,3,0
312,Youssef Ramalho Chermiti,2024/25,50,3,42,0,0,0,0,0,1,0
313,Martin Sherif,2024/25,45,0,0,0,0,0,0,0,0,0
419,Jack Grealish,2023/24,75,50,998,3,1,3,13,6,6,0
419,Jack Grealish,2024/25,65,38,710,1,1,2,10,4,3,0
630,Tom King,2023/24,40,0,0,0,0,0,0,0,0,0
630,Tom King,2024/25,40,1,1,0,0,0,0,0,0,0
704,Tyler Onyango,2021/22,45,3,27,0,0,0,0,0,0,0
704,Tyler Onyango,2023/24,45,1,1,0,0,0,0,0,0,0
705,Elijah Campbell,2023/24,40,0,0,0,0,0,0,0,0,0
707,Tyler Dibling,2021/22,45,0,0,0,0,0,0,0,0,0
707,Tyler Dibling,2024/25,45,68,1863,2,2,3,50,4,6,0
314,Bernd Leno,2023/24,45,133,3420,0,0,10,61,15,3,0
314,Bernd Leno,2024/25,50,115,3420,0,2,5,54,5,5,0
315,Steven Benda,2023/24,40,0,0,0,0,0,0,0,0,0
315,Steven Benda,2024/25,40,0,0,0,0,0,0,0,0,0
316,Antonee Robinson,2023/24,45,104,3266,0,6,9,60,8,6,0
316,Antonee Robinson,2024/25,45,106,3166,0,10,5,49,8,8,0
317,Joachim Andersen,2023/24,45,121,3416,2,3,10,58,12,7,0
317,Joachim Andersen,2024/25,45,51,2673,0,0,4,47,3,7,1
318,Calvin Bassey,2023/24,45,66,2299,1,0,6,42,4,4,1
318,Calvin Bassey,2024/25,45,75,3074,1,0,5,47,0,7,0
319,Timothy Castagne,2023/24,45,105,2630,1,3,9,40,7,3,0
319,Timothy Castagne,2024/25,45,46,1642,0,1,3,28,0,1,0
320,Issa Diop,2023/24,45,43,1423,0,0,5,26,3,2,1
320,Issa Diop,2024/25,45,31,1334,0,0,1,19,0,2,0
321,Jorge Cuenca Barreno,2024/25,45,9,349,0,0,0,8,0,0,0
322,Kenny Tete,2023/24,45,27,863,1,0,2,21,0,2,0
322,Kenny Tete,2024/25,45,49,1773,0,2,3,26,0,5,0
323,Samuel Amissah,2024/25,40,0,0,0,0,0,0,0,0,0
324,Alex Iwobi,2023/24,55,102,2331,5,2,7,41,9,2,0
324,Alex Iwobi,2024/25,55,156,2981,9,6,6,45,16,1,0
325,Emile Smith Rowe,2023/24,55,25,343,0,2,3,3,0,0,0
325,Emile Smith Rowe,2024/25,55,114,2036,6,3,7,28,15,3,0
326,Adama Traoré Diarra,2023/24,50,36,363,2,3,0,13,1,2,0
326,Adama Traoré Diarra,2024/25,50,95,1756,2,8,3,28,8,3,0
327,Andreas Hoelgebaum Pereira,2023/24,55,127,2611,3,9,14,40,7,6,0
327,Andreas Hoelgebaum Pereira,2024/25,55,81,2004,2,6,5,32,2,8,0
328,Ryan Sessegnon,2023/24,45,0,0,0,0,0,0,0,0,0
328,Ryan Sessegnon,2024/25,45,57,574,4,2,1,10,5,1,0
329,Harry Wilson,2023/24,55,94,1603,4,7,5,30,5,6,0
329,Harry Wilson,2024/25,55,78,1148,6,2,2,21,6,2,0
330,Sander Berge,2023/24,50,74,3002,1,2,2,70,3,8,1
330,Sander Berge,2024/25,50,53,2221,0,0,4,35,2,6,0
331,Tom Cairney,2023/24,50,70,1472,1,6,4,27,2,3,0
331,Tom Cairney,2024/25,50,33,610,2,0,1,12,0,3,1
332,Saša Lukić,2023/24,45,43,1113,1,0,5,20,0,3,0
332,Saša Lukić,2024/25,50,56,2348,0,2,4,37,1,12,0
333,Martial Godo,2022/23,45,0,0,0,0,0,0,0,0,0
333,Martial Godo,2024/25,45,2,21,0,0,0,0,0,0,0
334,Luke Harris,2023/24,45,2,74,0,0,0,5,0,0,0
334,Luke Harris,2024/25,45,0,0,0,0,0,0,0,0,0
335,Josh King,2023/24,45,0,0,0,0,0,0,0,0,0
335,Josh King,2024/25,45,10,126,0,0,1,0,0,0,0
336,Harrison Reed,2023/24,50,47,1317,0,2,6,23,0,6,0
336,Harrison Reed,2024/25,50,10,100,0,0,0,3,0,2,0
337,Raúl Jiménez Rodríguez,2023/24,55,72,1390,7,0,4,29,13,3,1
337,Raúl Jiménez Rodríguez,2024/25,55,147,2486,12,3,7,37,26,4,0
338,Rodrigo Muniz Carvalho,2023/24,45,97,1589,9,2,6,27,12,1,0
338,Rodrigo Muniz Carvalho,2024/25,60,86,943,8,1,2,17,14,1,0
339,Illan Meslier,2021/22,50,106,3384,0,0,5,79,8,2,0
339,Illan Meslier,2022/23,45,90,3060,0,0,5,67,8,3,0
341,Karl Darlow,2022/23,40,0,0,0,0,0,0,0,0,0
341,Karl Darlow,2023/24,40,0,0,0,0,0,0,0,0,0
342,Jayden Bogle,2020/21,45,39,1107,2,0,2,20,0,2,0
342,Jayden Bogle,2023/24,45,63,2787,3,3,3,79,0,9,0
343,Pascal Struijk,2021/22,45,35,2050,1,1,1,53,0,6,1
343,Pascal Struijk,2022/23,45,66,2198,2,2,4,52,4,5,0
346,Sam Byram,2019/20,45,32,1292,0,0,3,23,2,4,0
346,Sam Byram,2021/22,45,20,1023,0,0,2,27,0,3,0
348,Joe Rodon,2022/23,40,0,0,0,0,0,0,0,0,0
348,Joe Rodon,2023/24,40,0,0,0,0,0,0,0,0,0
350,Brenden Aaronson,2022/23,55,83,2365,1,4,5,58,0,2,0
351,Wilfried Gnonto,2022/23,50,55,1346,2,4,4,28,6,7,0
352,Jack Harrison,2023/24,55,92,2212,3,3,11,26,5,1,0
352,Jack Harrison,2024/25,55,81,2068,1,3,7,27,4,0,0
353,Daniel James,2021/22,60,91,2489,4,5,5,51,2,7,1
353,Daniel James,2022/23,60,45,802,2,1,1,18,2,0,0
354,Ethan Ampadu,2022/23,45,0,0,0,0,0,0,0,0,0
354,Ethan Ampadu,2023/24,40,0,0,0,0,0,0,0,0,0
355,Sam Greenwood,2021/22,45,15,231,0,2,0,5,0,0,0
355,Sam Greenwood,2022/23,45,30,410,1,2,0,11,1,1,0
360,Joe Gelhardt,2021/22,45,43,733,2,4,1,25,3,4,0
360,Joe Gelhardt,2022/23,55,20,201,0,2,0,3,0,1,0
361,Darko Gyabi,2022/23,45,1,7,0,0,0,0,0,0,0
363,Patrick Bamford,2021/22,80,28,557,2,2,0,14,2,2,0
363,Patrick Bamford,2022/23,75,70,1510,4,5,1,31,3,3,0
364,Mateo Joseph Fernández-Regatillo,2022/23,45,3,24,0,0,0,0,0,0,0
365,Lukas Nmecha,2017/18,45,2,14,0,0,0,0,0,0,0
493,Sean Longstaff,2023/24,50,110,2742,6,3,10,50,3,7,0
493,Sean Longstaff,2024/25,50,34,783,0,1,2,11,0,2,0
665,Lucas Estella Perri,2018/19,40,0,0,0,0,0,0,0,0,0
691,Dominic Calvert-Lewin,2023/24,60,101,2166,7,3,13,27,9,2,0
691,Dominic Calvert-Lewin,2024/25,60,63,1602,3,2,8,18,3,2,0
706,James Justin,2022/23,45,45,1252,0,2,5,25,2,0,0
706,James Justin,2024/25,45,70,2912,2,2,3,68,6,6,0
366,Alisson Becker,2023/24,55,107,2520,0,0,8,30,9,1,0
366,Alisson Becker,2024/25,55,112,2508,0,0,10,29,9,0,0
369,Freddie Woodman,2019/20,40,0,0,0,0,0,0,0,0,0
369,Freddie Woodman,2021/22,45,9,360,0,0,0,12,0,0,0
371,Milos Kerkez,2023/24,45,59,1966,0,2,6,37,1,4,1
371,Milos Kerkez,2024/25,45,134,3336,2,6,9,45,10,4,0
372,Andrew Robertson,2023/24,65,76,1689,3,2,3,22,8,2,0
372,Andrew Robertson,2024/25,60,91,2479,0,1,10,32,4,3,1
373,Virgil van Dijk,2023/24,60,117,3177,2,2,9,40,8,3,1
373,Virgil van Dijk,2024/25,60,143,3330,3,1,14,38,8,5,0
374,Ibrahima Konaté,2023/24,50,56,1570,0,0,6,19,2,3,1
374,Ibrahima Konaté,2024/25,50,106,2561,1,2,11,28,4,5,0
375,Conor Bradley,2023/24,40,50,752,1,3,3,7,7,2,0
375,Conor Bradley,2024/25,50,41,744,0,2,3,10,3,4,0
376,Joe Gomez,2023/24,45,76,1772,0,2,7,19,2,5,0
376,Joe Gomez,2024/25,50,14,517,0,0,1,8,0,1,0
377,Konstantinos Tsimikas,2023/24,45,48,675,0,3,4,7,4,0,0
377,Konstantinos Tsimikas,2024/25,50,43,829,0,1,4,8,3,2,0
378,Amara Nallo,2023/24,40,0,0,0,0,0,0,0,0,0
378,Amara Nallo,2024/25,40,0,0,0,0,0,0,0,0,0
379,Rhys Williams,2022/23,40,0,0,0,0,0,0,0,0,0
379,Rhys Williams,2024/25,40,0,0,0,0,0,0,0,0,0
380,Calvin Ramsay,2022/23,40,0,0,0,0,0,0,0,0,0
381,Mohamed Salah,2023/24,125,211,2531,18,12,8,30,24,2,0
381,Mohamed Salah,2024/25,125,344,3374,29,18,15,40,55,1,0
383,Luis Díaz Marulanda,2023/24,75,142,2625,8,7,7,33,9,3,0
383,Luis Díaz Marulanda,2024/25,75,183,2393,13,7,15,21,21,2,0
384,Cody Gakpo,2023/24,75,106,1633,8,5,5,20,12,1,0
384,Cody Gakpo,2024/25,75,127,1921,10,5,5,25,22,5,0
385,Federico Chiesa,2024/25,70,7,103,0,0,0,3,0,0,0
386,Alexis Mac Allister,2023/24,60,109,2600,5,5,6,34,12,7,1
386,Alexis Mac Allister,2024/25,65,122,2597,5,6,14,24,8,6,0
387,Dominik Szoboszlai,2023/24,70,99,2102,3,4,8,23,7,1,0
387,Dominik Szoboszlai,2024/25,65,143,2485,6,10,12,29,14,6,0
388,Curtis Jones,2023/24,50,40,1156,1,1,2,19,2,3,1
388,Curtis Jones,2024/25,55,87,1702,3,5,6,27,4,1,1
390,Ryan Gravenberch,2023/24,50,45,1110,1,0,3,17,3,0,0
390,Ryan Gravenberch,2024/25,50,92,3160,0,4,14,35,1,5,1
392,Endo Wataru,2023/24,55,47,1714,1,0,6,16,0,10,0
392,Endo Wataru,2024/25,50,21,259,0,0,0,5,0,0,0
393,Stefan Bajčetić Maquieira,2023/24,50,1,25,0,0,0,2,0,0,0
393,Stefan Bajčetić Maquieira,2024/25,45,0,0,0,0,0,0,0,0,0
394,James McConnell,2023/24,45,3,3,0,0,0,0,0,0,0
394,James McConnell,2024/25,45,0,0,0,0,0,0,0,0,0
395,Tyler Morton,2021/22,45,1,65,0,0,0,1,0,1,0
395,Tyler Morton,2024/25,45,0,0,0,0,0,0,0,0,0
396,Trey Nyoni,2023/24,45,0,0,0,0,0,0,0,0,0
396,Trey Nyoni,2024/25,45,0,0,0,0,0,0,0,0,0
397,Darwin Núñez Ribeiro,2023/24,75,132,2033,11,11,6,25,9,9,0
397,Darwin Núñez Ribeiro,2024/25,75,66,1113,5,3,2,21,6,8,0
398,Jayden Danns,2023/24,45,1,7,0,0,0,0,0,1,0
398,Jayden Danns,2024/25,45,1,10,0,0,0,1,0,0,0
499,Alexander Isak,2023/24,75,172,2253,21,4,7,41,23,1,0
499,Alexander Isak,2024/25,85,211,2758,23,6,12,41,36,1,0
182,James Trafford,2020/21,40,0,0,0,0,0,0,0,0,0
182,James Trafford,2023/24,45,70,2520,0,0,2,62,5,2,0
399,Ederson Santana de Moraes,2023/24,55,112,2785,0,0,11,27,5,5,0
399,Ederson Santana de Moraes,2024/25,55,111,2320,0,4,10,26,9,4,0
400,Stefan Ortega Moreno,2023/24,40,22,632,0,0,1,7,2,0,0
400,Stefan Ortega Moreno,2024/25,55,35,1099,0,0,3,18,0,1,0
401,Marcus Bettinelli,2023/24,40,-1,0,0,0,0,0,0,1,0
401,Marcus Bettinelli,2024/25,40,0,0,0,0,0,0,0,0,0
402,Rayan Aït-Nouri,2023/24,45,77,2327,2,3,3,43,6,7,0
402,Rayan Aït-Nouri,2024/25,45,125,3112,4,7,7,67,13,5,1
403,Joško Gvardiol,2023/24,50,123,2327,4,2,9,23,12,3,0
403,Joško Gvardiol,2024/25,60,153,3278,5,0,13,41,15,2,0
404,Manuel Akanji,2023/24,50,112,2512,2,0,11,23,8,2,1
404,Manuel Akanji,2024/25,55,61,2012,0,0,6,28,1,3,0
405,Nathan Aké,2023/24,50,99,2039,2,3,6,20,6,0,0
405,Nathan Aké,2024/25,55,25,677,0,0,3,11,0,0,0
406,Abdukodir Khusanov,2024/25,50,14,503,0,0,2,6,0,1,0
407,Matheus Nunes,2023/24,50,32,831,0,2,2,13,1,0,1
407,Matheus Nunes,2024/25,50,81,1670,1,7,9,19,6,4,0
408,Rúben dos Santos Gato Alves Dias,2023/24,55,88,2557,0,0,9,28,3,0,0
408,Rúben dos Santos Gato Alves Dias,2024/25,55,90,2269,0,0,11,21,7,4,0
409,John Stones,2023/24,55,53,1061,1,0,5,9,3,2,0
409,John Stones,2024/25,55,29,544,2,0,1,11,2,1,0
410,Rico Lewis,2023/24,45,52,804,2,0,4,9,2,1,0
410,Rico Lewis,2024/25,45,66,1888,1,2,5,27,1,3,1
411,Nico O'Reilly,2022/23,45,0,0,0,0,0,0,0,0,0
411,Nico O'Reilly,2024/25,50,31,525,2,0,3,3,4,0,0
412,Vitor de Oliveira Nunes dos Reis,2024/25,45,1,1,0,0,0,0,0,0,0
413,Omar Marmoush,2024/25,70,73,1174,7,1,8,12,12,0,0
414,Phil Foden,2023/24,75,230,2860,19,8,14,27,31,2,0
414,Phil Foden,2024/25,95,105,1771,7,3,6,24,10,2,0
415,Sávio Moreira de Oliveira,2024/25,65,106,1760,1,11,8,25,15,3,0
416,Bernardo Mota Veiga de Carvalho e Silva,2023/24,65,141,2576,6,9,10,26,20,8,0
416,Bernardo Mota Veiga de Carvalho e Silva,2024/25,65,110,2667,4,4,10,36,13,7,0
418,Jérémy Doku,2023/24,65,98,1585,3,10,1,19,13,3,0
418,Jérémy Doku,2024/25,65,88,1506,3,6,8,14,3,1,0
420,İlkay Gündoğan,2022/23,75,132,2351,8,6,10,20,9,0,0
420,İlkay Gündoğan,2024/25,65,97,2218,1,7,10,28,5,1,0
421,Rodrigo 'Rodri' Hernandez Cascante,2023/24,55,159,2931,8,10,14,26,19,8,1
421,Rodrigo 'Rodri' Hernandez Cascante,2024/25,65,3,72,0,0,0,1,0,0,0
422,Mateo Kovačić,2023/24,50,59,1539,1,0,9,14,2,4,0
422,Mateo Kovačić,2024/25,55,109,2194,6,3,10,29,13,5,1
423,Nico González Iglesias,2024/25,60,31,760,1,1,6,7,0,3,0
424,Oscar Bobb,2023/24,45,30,294,1,2,1,5,2,0,0
424,Oscar Bobb,2024/25,50,3,14,0,0,0,1,0,0,0
425,Claudio Echeverri,2024/25,60,1,5,0,0,0,0,0,0,0
429,Kalvin Phillips,2023/24,50,10,394,0,0,0,13,0,1,1
429,Kalvin Phillips,2024/25,50,27,1231,0,0,1,30,0,4,1
430,Erling Haaland,2023/24,140,217,2553,27,8,11,25,29,1,0
430,Erling Haaland,2024/25,150,181,2736,22,3,10,38,26,2,0
119,Bryan Mbeumo,2023/24,65,127,1957,9,7,5,31,12,2,0
119,Bryan Mbeumo,2024/25,70,236,3415,20,9,9,55,29,3,0
431,Altay Bayındır,2023/24,40,0,0,0,0,0,0,0,0,0
431,Altay Bayındır,2024/25,45,8,360,0,0,1,10,0,0,0
432,André Onana,2023/24,50,133,3420,0,0,9,58,10,5,0
432,André Onana,2024/25,50,120,3060,0,0,9,44,8,0,0
433,Elyh Harrison,2024/25,40,0,0,0,0,0,0,0,0,0
434,Tom Heaton,2023/24,40,0,0,0,0,0,0,0,0,0
434,Tom Heaton,2024/25,40,0,0,0,0,0,0,0,0,0
435,Dermot Mee,2023/24,40,0,0,0,0,0,0,0,0,0
