player_id,player_name,season_name,start_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,bonus,yellow_cards,red_cards
435,Dermot Mee,2024/25,40,0,0,0,0,0,0,0,0,0
436,Matthijs de Ligt,2024/25,50,68,2119,2,0,4,36,3,3,0
437,Lisandro Martínez,2023/24,50,15,643,0,1,1,12,0,3,0
437,Lisandro Martínez,2024/25,45,68,1751,2,1,6,27,5,7,0
438,Noussair Mazraoui,2024/25,45,88,2836,0,1,7,43,5,3,0
440,Diogo Dalot Teixeira,2023/24,50,111,3174,2,3,8,55,13,4,1
440,Diogo Dalot Teixeira,2024/25,50,95,2812,0,4,8,45,9,5,0
441,Patrick Dorgu,2024/25,45,18,840,0,0,2,12,1,3,1
442,Harry Maguire,2023/24,45,73,1650,2,4,4,29,6,3,0
442,Harry Maguire,2024/25,50,48,1751,1,0,3,27,3,7,0
443,Luke Shaw,2023/24,55,31,960,0,1,4,13,0,6,0
443,Luke Shaw,2024/25,50,5,346,0,0,0,5,0,1,0
444,Leny Yoro,2024/25,45,22,1160,0,0,1,24,0,5,0
445,Harry Amass,2023/24,40,0,0,0,0,0,0,0,0,0
445,Harry Amass,2024/25,40,4,345,0,0,0,9,0,0,0
446,Tyler Fredricson,2024/25,40,2,166,0,0,0,5,0,0,0
447,Ayden Heaven,2024/25,40,10,169,0,0,1,1,2,1,0
448,Tyrell Malacia,2023/24,45,0,0,0,0,0,0,0,0,0
448,Tyrell Malacia,2024/25,45,2,99,0,0,0,1,0,1,0
449,Bruno Borges Fernandes,2023/24,85,166,3118,10,9,7,52,24,9,0
449,Bruno Borges Fernandes,2024/25,85,174,3017,8,12,10,47,28,3,2
450,Matheus Santos Carneiro da Cunha,2023/24,55,135,2438,12,7,6,46,15,9,0
450,Matheus Santos Carneiro da Cunha,2024/25,65,178,2596,15,7,7,54,41,4,0
451,Marcus Rashford,2023/24,90,108,2264,7,3,7,37,0,2,0
451,Marcus Rashford,2024/25,70,95,1414,6,4,7,15,9,2,0
452,Amad Diallo,2023/24,45,23,385,1,1,1,6,3,1,0
452,Amad Diallo,2024/25,50,129,1898,8,8,7,30,17,5,0
454,Antony dos Santos,2023/24,70,47,1311,1,1,3,26,0,5,0
454,Antony dos Santos,2024/25,60,8,135,0,0,0,2,0,0,0
455,Mason Mount,2023/24,70,23,509,1,0,1,13,0,2,0
455,Mason Mount,2024/25,65,25,613,1,0,3,11,0,3,0
457,Carlos Henrique Casimiro,2023/24,55,58,1981,1,3,5,34,0,7,0
457,Carlos Henrique Casimiro,2024/25,50,48,1489,1,0,6,20,3,5,0
458,Kobbie Mainoo,2023/24,45,77,1927,3,1,7,31,8,3,0
458,Kobbie Mainoo,2024/25,55,42,1646,0,0,5,27,0,5,0
459,Manuel Ugarte Ribeiro,2024/25,50,49,1777,1,2,4,33,1,11,0
460,Toby Collyer,2023/24,45,0,0,0,0,0,0,0,0,0
460,Toby Collyer,2024/25,45,6,174,0,0,0,2,0,0,0
461,Jayce Fitzgerald,2024/25,45,0,0,0,0,0,0,0,0,0
462,Jack Fletcher,2024/25,45,0,0,0,0,0,0,0,0,0
463,Sékou Koné,2024/25,45,0,0,0,0,0,0,0,0,0
464,Jack Moorhouse,2024/25,45,0,0,0,0,0,0,0,0,0
465,Rasmus Højlund,2023/24,70,112,2156,10,2,6,35,14,2,0
465,Rasmus Højlund,2024/25,70,78,1998,4,1,6,31,8,2,0
466,Joshua Zirkzee,2024/25,70,64,1385,3,2,3,24,6,2,0
467,Chido Obi,2024/25,45,7,160,0,0,0,5,0,1,0
468,Ethan Wheatley,2023/24,45,3,13,0,0,0,0,0,0,0
468,Ethan Wheatley,2024/25,45,0,0,0,0,0,0,0,0,0
52,Jacob Ramsey,2023/24,60,29,848,1,1,0,12,0,2,0
52,Jacob Ramsey,2024/25,55,66,1616,1,4,5,26,3,2,1
135,Yoane Wissa,2023/24,60,131,2488,12,4,11,40,15,7,0
135,Yoane Wissa,2024/25,60,185,2921,18,6,9,45,32,5,0
469,Nick Pope,2023/24,55,57,1345,0,0,6,16,1,1,0
469,Nick Pope,2024/25,50,102,2520,0,0,8,35,2,2,0
471,Mark Gillespie,2022/23,40,0,0,0,0,0,0,0,0,0
471,Mark Gillespie,2023/24,40,0,0,0,0,0,0,0,0,0
472,Odysseas Vlachodimos,2023/24,45,12,450,0,0,1,12,0,0,0
472,Odysseas Vlachodimos,2024/25,45,0,0,0,0,0,0,0,0,0
473,Lewis Hall,2023/24,45,38,773,1,0,2,12,3,2,0
473,Lewis Hall,2024/25,45,102,2188,0,7,8,31,11,3,0
474,Fabian Schär,2023/24,50,123,3055,4,3,9,58,12,5,0
474,Fabian Schär,2024/25,55,118,2935,4,2,11,42,4,9,1
475,Sven Botman,2023/24,45,51,1375,2,2,3,29,4,2,0
475,Sven Botman,2024/25,45,18,412,0,0,2,4,0,1,0
476,Dan Burn,2023/24,45,97,2725,2,2,8,45,4,4,0
476,Dan Burn,2024/25,45,115,3330,1,1,13,45,9,11,0
477,Tino Livramento,2023/24,45,45,1302,1,0,2,27,4,1,0
477,Tino Livramento,2024/25,45,105,2835,0,1,10,40,6,1,0
478,Kieran Trippier,2023/24,65,111,2235,1,10,6,43,20,5,0
478,Kieran Trippier,2024/25,60,72,1299,0,3,6,18,8,1,0
479,Emil Krafth,2023/24,45,33,909,0,0,3,15,1,2,0
479,Emil Krafth,2024/25,45,17,334,0,0,1,2,0,2,0
480,Jamaal Lascelles,2023/24,40,46,1077,1,0,5,15,3,4,0
480,Jamaal Lascelles,2024/25,45,0,0,0,0,0,0,0,0,0
481,Alex Murphy,2023/24,40,2,11,0,0,0,0,0,0,0
481,Alex Murphy,2024/25,40,0,0,0,0,0,0,0,0,0
482,Harrison Ashby,2022/23,40,0,0,0,0,0,0,0,0,0
482,Harrison Ashby,2023/24,40,0,0,0,0,0,0,0,0,0
483,Miodrag Pivaš,2024/25,40,0,0,0,0,0,0,0,0,0
484,Matt Targett,2023/24,45,2,77,0,0,0,4,0,1,0
484,Matt Targett,2024/25,40,2,20,0,0,0,0,0,0,0
485,Anthony Gordon,2023/24,55,183,2896,11,16,12,48,14,10,1
485,Anthony Gordon,2024/25,75,124,2428,6,6,10,33,9,2,0
486,Anthony Elanga,2023/24,50,119,2424,5,9,2,47,5,1,0
486,Anthony Elanga,2024/25,55,153,2496,6,11,12,35,15,1,0
487,Harvey Barnes,2023/24,65,64,788,5,3,2,10,3,2,0
487,Harvey Barnes,2024/25,65,130,1746,9,5,6,23,13,0,0
488,Bruno Guimarães Rodriguez Moura,2023/24,60,153,3264,7,9,10,60,15,8,0
488,Bruno Guimarães Rodriguez Moura,2024/25,65,135,3273,5,6,13,44,10,7,0
489,Jacob Murphy,2023/24,50,82,1184,3,8,5,21,4,1,0
489,Jacob Murphy,2024/25,55,159,2356,8,13,11,31,11,4,0
490,Joelinton Cássio Apolinário de Lira,2023/24,60,45,1276,2,1,3,23,3,6,0
490,Joelinton Cássio Apolinário de Lira,2024/25,60,99,2394,4,4,10,32,11,10,0
491,Sandro Tonali,2023/24,55,16,437,1,0,1,5,0,2,0
491,Sandro Tonali,2024/25,55,106,2625,4,2,11,34,10,5,0
494,Joe Willock,2023/24,55,18,415,1,0,1,9,0,0,0
494,Joe Willock,2024/25,50,46,1065,0,2,4,16,0,4,0
495,Isaac Hayden,2023/24,45,0,0,0,0,0,0,0,0,0
495,Isaac Hayden,2024/25,45,0,0,0,0,0,0,0,0,0
496,Garang Kuol,2023/24,45,0,0,0,0,0,0,0,0,0
496,Garang Kuol,2024/25,45,0,0,0,0,0,0,0,0,0
497,Lewis Miley,2023/24,45,44,1203,1,3,1,29,1,1,0
497,Lewis Miley,2024/25,50,21,304,1,0,0,4,1,0,0
498,Joe White,2023/24,45,3,12,0,0,0,0,0,1,0
498,Joe White,2024/25,45,0,0,0,0,0,0,0,0,0
500,William Osula,2023/24,45,25,778,0,1,0,23,0,4,0
500,William Osula,2024/25,50,19,124,1,0,0,3,1,0,0
501,Sean Neave,2024/25,45,0,0,0,0,0,0,0,0,0
674,Aaron Ramsdale,2023/24,50,20,540,0,0,2,5,0,0,0
674,Aaron Ramsdale,2024/25,45,97,2700,0,0,3,66,11,2,0
12,Oleksandr Zinchenko,2023/24,50,104,1717,1,2,9,15,16,2,0
12,Oleksandr Zinchenko,2024/25,50,40,518,0,1,4,1,2,1,0
426,James McAtee,2023/24,45,77,1815,3,4,2,65,0,2,0
426,James McAtee,2024/25,50,31,340,3,0,0,6,0,1,0
502,Matz Sels,2023/24,45,34,1440,0,0,1,27,1,1,0
502,Matz Sels,2024/25,45,150,3420,0,1,13,46,11,4,0
503,Carlos Miguel dos Santos Pereira,2024/25,45,0,0,0,0,0,0,0,0,0
504,Matt Turner,2023/24,40,41,1530,0,0,2,28,0,2,0
504,Matt Turner,2024/25,40,0,0,0,0,0,0,0,0,0
505,Nikola Milenković,2024/25,45,145,3330,5,2,13,45,2,4,0
506,Murillo Costa dos Santos,2023/24,45,58,2790,0,2,3,56,1,5,0
506,Murillo Costa dos Santos,2024/25,45,130,3188,2,0,12,44,18,6,0
507,Ola Aina,2023/24,45,45,1690,1,1,2,39,2,3,0
507,Ola Aina,2024/25,45,128,2996,2,1,12,39,15,5,0
508,Neco Williams,2023/24,45,39,1630,0,1,1,33,2,4,0
508,Neco Williams,2024/25,45,109,2588,1,3,10,31,8,7,0
511,Felipe Rodrigues da Silva,2024/25,45,36,891,0,0,3,14,2,5,0
512,Omar Richards,2023/24,45,0,0,0,0,0,0,0,0,0
512,Omar Richards,2024/25,45,0,0,0,0,0,0,0,0,0
513,Zach Abbott,2024/25,40,0,0,0,0,0,0,0,0,0
514,Willy Boly,2023/24,45,58,1437,2,1,3,26,7,1,1
514,Willy Boly,2024/25,45,6,146,0,0,0,1,0,1,0
515,Morgan Gibbs-White,2023/24,60,142,3156,5,12,5,59,13,9,0
515,Morgan Gibbs-White,2024/25,65,154,2806,7,11,13,34,18,9,1
516,Callum Hudson-Odoi,2023/24,50,109,1846,8,2,2,41,14,0,0
516,Callum Hudson-Odoi,2024/25,55,103,2190,5,3,11,23,7,2,0
517,Elliot Anderson,2023/24,45,42,1018,0,2,5,14,3,3,0
517,Elliot Anderson,2024/25,50,107,2726,2,6,13,37,8,10,0
518,João Pedro Ferreira da Silva,2024/25,60,52,835,3,2,1,16,0,5,0
519,Nicolás Domínguez,2023/24,50,67,1489,2,2,6,27,6,4,0
519,Nicolás Domínguez,2024/25,50,54,1954,0,1,7,27,0,9,0
520,Lewis O'Brien,2023/24,50,0,0,0,0,0,0,0,0,0
520,Lewis O'Brien,2024/25,50,0,0,0,0,0,0,0,0,0
521,Ibrahim Sangaré,2023/24,50,25,1031,0,0,4,16,0,6,0
521,Ibrahim Sangaré,2024/25,45,20,584,0,1,2,6,0,3,0
522,Ryan Yates,2023/24,50,59,1979,1,1,1,38,1,6,0
522,Ryan Yates,2024/25,50,67,1901,2,2,6,27,3,10,0
523,Eric da Silva Moreira,2024/25,45,2,28,0,0,0,0,0,0,0
525,Chris Wood,2023/24,50,131,1801,14,1,2,34,22,0,0
525,Chris Wood,2024/25,60,200,2958,20,3,15,37,41,1,0
527,Taiwo Awoniyi,2023/24,65,67,1036,6,3,3,21,5,2,0
527,Taiwo Awoniyi,2024/25,60,32,398,1,0,1,10,0,0,0
675,Angus Gunn,2020/21,45,0,0,0,0,0,0,0,0,0
675,Angus Gunn,2021/22,40,31,810,0,0,1,22,3,0,0
693,Omari Hutchinson,2022/23,45,1,22,0,0,0,0,0,0,0
693,Omari Hutchinson,2024/25,55,88,2585,3,3,3,61,6,5,0
699,Douglas Luiz Soares de Paulo,2022/23,50,142,2922,6,7,13,35,17,6,1
699,Douglas Luiz Soares de Paulo,2023/24,55,148,2994,9,5,6,57,25,12,0
529,Simon Moore,2019/20,45,3,180,0,0,0,6,0,0,0
529,Simon Moore,2020/21,45,0,0,0,0,0,0,0,0,0
533,Aji Alese,2021/22,40,0,0,0,0,0,0,0,0,0
535,Dennis Cirkin,2019/20,40,0,0,0,0,0,0,0,0,0
536,Leo Fuhr Hjelde,2021/22,40,2,148,0,0,0,5,0,0,0
536,Leo Fuhr Hjelde,2022/23,40,0,0,0,0,0,0,0,0,0
537,Niall Huggins,2020/21,45,1,37,0,0,0,0,0,0,0
543,Simon Adingra,2023/24,50,97,2220,6,1,4,38,8,3,0
543,Simon Adingra,2024/25,55,60,1081,2,3,2,23,0,0,0
545,Patrick Roberts,2015/16,45,1,5,0,0,0,0,0,0,0
545,Patrick Roberts,2019/20,55,3,24,0,0,0,2,0,0,0
548,Romaine Mundle,2022/23,45,0,0,0,0,0,0,0,0,0
550,Ian Poveda-Ocampo,2020/21,45,14,344,0,0,0,5,0,0,0
550,Ian Poveda-Ocampo,2021/22,45,0,0,0,0,0,0,0,0,0
556,Pierre Ekwah Elimby,2021/22,40,0,0,0,0,0,0,0,0,0
668,Granit Xhaka,2022/23,50,153,2992,7,8,13,35,15,4,0
668,Granit Xhaka,2023/24,60,0,0,0,0,0,0,0,0,0
678,Arthur Masuaku,2021/22,45,29,645,1,1,1,12,3,1,0
678,Arthur Masuaku,2022/23,45,0,0,0,0,0,0,0,0,0
735,Bertrand Traoré,2022/23,50,20,226,2,0,1,1,1,1,0
735,Bertrand Traoré,2023/24,50,2,10,0,0,0,0,0,0,0
565,Guglielmo Vicario,2023/24,50,112,3420,0,0,7,61,9,2,0
565,Guglielmo Vicario,2024/25,50,66,2160,0,0,4,37,2,1,0
566,Brandon Austin,2023/24,40,0,0,0,0,0,0,0,0,0
566,Brandon Austin,2024/25,40,1,90,0,0,0,2,0,0,0
567,Antonín Kinský,2024/25,45,17,540,0,0,1,11,0,0,0
568,Pedro Porro Sauceda,2023/24,50,136,3090,3,8,7,54,20,3,0
568,Pedro Porro Sauceda,2024/25,55,98,2606,2,6,6,47,6,5,0
569,Cristian Romero,2023/24,45,107,2790,5,0,7,46,15,7,1
569,Cristian Romero,2024/25,50,49,1416,1,1,3,22,3,3,0
570,Kevin Danso,2019/20,45,9,275,0,1,1,8,0,0,1
570,Kevin Danso,2024/25,45,16,842,0,0,1,18,0,0,0
571,Ben Davies,2023/24,45,34,1085,1,2,1,21,0,2,0
571,Ben Davies,2024/25,45,28,1329,0,0,3,26,0,5,0
572,Radu Drăgușin,2023/24,45,14,424,0,0,1,7,0,1,0
572,Radu Drăgușin,2024/25,45,24,1250,0,0,2,29,0,1,0
573,Djed Spence,2023/24,40,0,0,0,0,0,0,0,0,0
573,Djed Spence,2024/25,45,51,1790,1,2,3,39,6,2,1
574,Destiny Udogie,2023/24,45,79,2391,2,3,5,43,8,5,1
574,Destiny Udogie,2024/25,50,43,1923,0,1,2,35,0,2,0
575,Micky van de Ven,2023/24,45,81,2341,3,0,5,38,10,5,0
575,Micky van de Ven,2024/25,45,32,1014,0,2,2,17,2,4,0
576,Ashley Phillips,2023/24,40,0,0,0,0,0,0,0,0,0
576,Ashley Phillips,2024/25,40,0,0,0,0,0,0,0,0,0
579,Son Heung-min,2023/24,90,213,2934,17,10,8,51,25,1,0
579,Son Heung-min,2024/25,100,129,2106,7,10,4,35,12,1,0
580,Brennan Johnson,2023/24,60,131,2317,5,12,5,42,9,3,0
580,Brennan Johnson,2024/25,65,137,2171,11,6,2,38,13,5,0
581,James Maddison,2023/24,75,117,2137,4,11,7,31,9,5,0
581,James Maddison,2024/25,75,133,1799,9,8,6,32,15,6,0
582,Mohammed Kudus,2023/24,65,137,2485,8,9,3,61,13,6,0
582,Mohammed Kudus,2024/25,65,106,2589,5,4,7,46,5,2,1
583,Dejan Kulusevski,2023/24,70,130,2759,8,3,8,46,14,7,0
583,Dejan Kulusevski,2024/25,65,117,2386,7,4,6,41,9,3,0
584,Mathys Tel,2024/25,60,42,908,2,2,2,20,2,2,0
585,Rodrigo Bentancur,2023/24,55,32,997,1,1,1,25,0,7,0
585,Rodrigo Bentancur,2024/25,50,49,1640,2,0,3,26,1,9,0
586,Lucas Bergvall,2024/25,45,44,1200,0,2,3,25,0,3,0
587,Yves Bissouma,2023/24,50,44,2070,0,0,7,35,0,8,2
587,Yves Bissouma,2024/25,50,50,1396,2,0,3,28,4,7,0
588,Wilson Odobert,2023/24,50,82,2095,3,4,2,48,3,3,0
588,Wilson Odobert,2024/25,55,34,843,1,0,1,20,3,0,0
589,Manor Solomon,2023/24,55,14,196,0,2,0,2,2,1,0
589,Manor Solomon,2024/25,55,0,0,0,0,0,0,0,0,0
590,Bryan Gil Salvatierra,2023/24,50,12,200,0,0,0,11,0,0,0
590,Bryan Gil Salvatierra,2024/25,50,0,0,0,0,0,0,0,0,0
591,Archie Gray,2022/23,45,0,0,0,0,0,0,0,0,0
591,Archie Gray,2024/25,50,45,1750,0,0,2,41,0,1,0
592,Mikey Moore,2023/24,45,2,3,0,0,0,0,0,0,0
592,Mikey Moore,2024/25,45,19,359,0,2,0,5,0,0,0
593,Pape Matar Sarr,2023/24,45,86,2063,3,3,9,27,4,9,0
593,Pape Matar Sarr,2024/25,50,71,1901,3,2,2,38,4,6,0
594,Yang Min-hyeok,2024/25,45,0,0,0,0,0,0,0,0,0
595,Callum Olusesi,2024/25,45,0,0,0,0,0,0,0,0,0
596,Dominic Solanke-Mitchell,2023/24,65,175,3325,19,3,10,61,20,3,0
596,Dominic Solanke-Mitchell,2024/25,75,108,2199,9,5,4,43,7,0,0
597,Richarlison de Andrade,2023/24,70,122,1481,11,4,7,18,7,3,0
597,Richarlison de Andrade,2024/25,70,35,497,4,1,1,9,0,2,0
598,Will Lankshear,2024/25,45,3,10,0,0,0,0,0,0,0
599,Dane Scarlett,2023/24,45,4,19,0,0,0,0,0,0,0
599,Dane Scarlett,2024/25,45,6,31,0,1,0,1,0,0,0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,2022/23,50,83,3108,3,0,9,43,5,14,0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,2023/24,50,91,2698,4,1,9,46,8,13,0
149,Igor Julio dos Santos de Paulo,2023/24,45,37,1631,0,0,2,26,1,4,0
149,Igor Julio dos Santos de Paulo,2024/25,45,18,959,0,0,1,17,0,4,0
600,Alphonse Areola,2023/24,40,116,2700,0,0,4,53,11,1,0
600,Alphonse Areola,2024/25,45,69,2259,0,0,4,41,1,0,0
601,Wes Foderingham,2023/24,45,70,2648,0,0,1,79,7,2,0
601,Wes Foderingham,2024/25,45,0,0,0,0,0,0,0,0,0
602,Krisztián Hegyi,2022/23,40,0,0,0,0,0,0,0,0,0
604,Emerson Palmieri dos Santos,2023/24,45,82,3138,1,4,5,67,8,10,0
604,Emerson Palmieri dos Santos,2024/25,45,76,2108,2,1,5,41,4,5,0
605,Maximilian Kilman,2023/24,45,82,3420,2,0,5,65,3,7,0
605,Maximilian Kilman,2024/25,45,82,3348,0,1,6,62,5,5,0
606,Konstantinos Mavropanos,2023/24,45,40,1500,1,0,3,27,3,2,0
606,Konstantinos Mavropanos,2024/25,45,45,2035,0,0,2,39,4,4,1
607,Nayef Aguerd,2023/24,45,36,1857,1,0,2,44,0,1,1
607,Nayef Aguerd,2024/25,45,0,0,0,0,0,0,0,0,0
608,Ollie Scarles,2023/24,40,0,0,0,0,0,0,0,0,0
608,Ollie Scarles,2024/25,40,29,659,0,0,2,9,2,1,0
609,Jean-Clair Todibo,2024/25,45,54,1824,0,0,5,33,1,3,0
610,Aaron Wan-Bissaka,2023/24,45,47,1778,0,2,3,34,5,4,0
610,Aaron Wan-Bissaka,2024/25,45,118,3154,2,6,6,59,15,1,0
611,Kaelan Casey,2023/24,40,1,1,0,0,0,0,0,0,0
611,Kaelan Casey,2024/25,40,1,1,0,0,0,0,0,0,0
612,Lucas Tolentino Coelho de Lima,2023/24,60,100,2627,4,6,4,52,7,10,0
612,Lucas Tolentino Coelho de Lima,2024/25,60,80,2374,4,1,4,50,5,10,0
613,Tomáš Souček,2023/24,50,116,2867,7,2,5,64,9,7,0
613,Tomáš Souček,2024/25,50,126,2563,9,2,7,44,15,8,0
614,James Ward-Prowse,2023/24,60,146,3000,7,7,5,65,19,4,0
614,James Ward-Prowse,2024/25,65,51,1433,1,2,5,18,2,2,1
615,Crysencio Summerville,2022/23,45,74,1411,4,4,1,38,4,4,0
615,Crysencio Summerville,2024/25,60,33,776,1,1,2,20,2,2,0
616,Edson Álvarez Velázquez,2023/24,50,62,2375,1,1,5,45,3,11,0
616,Edson Álvarez Velázquez,2024/25,50,40,1769,0,1,3,31,0,7,1
617,Maxwel Cornet,2023/24,55,13,109,1,0,0,3,0,0,0
617,Maxwel Cornet,2024/25,50,1,71,0,0,0,4,0,1,0
618,Guido Rodríguez,2024/25,50,36,1147,0,1,4,19,0,6,0
619,Luis Guilherme Lira dos Santos,2024/25,50,12,139,0,0,0,5,0,0,0
620,George Earthy,2023/24,45,8,33,1,0,0,0,0,0,0
620,George Earthy,2024/25,45,0,0,0,0,0,0,0,0,0
621,Andy Irving,2024/25,50,9,161,0,0,0,4,0,2,0
622,Lewis Orford,2023/24,45,0,0,0,0,0,0,0,0,0
622,Lewis Orford,2024/25,45,2,47,0,0,0,1,0,0,0
624,Jarrod Bowen,2023/24,70,182,3020,16,6,5,63,14,2,0
624,Jarrod Bowen,2024/25,75,193,2974,13,11,8,50,21,1,0
625,Niclas Füllkrug,2024/25,70,42,783,3,2,2,18,3,2,0
626,Callum Marshall,2023/24,45,0,0,0,0,0,0,0,0,0
659,Kyle Walker-Peters,2022/23,45,56,2650,1,0,3,58,2,4,0
659,Kyle Walker-Peters,2024/25,45,54,2918,0,3,2,77,3,5,0
671,Callum Wilson,2023/24,80,69,981,9,1,6,15,4,3,0
671,Callum Wilson,2024/25,70,19,355,0,0,0,7,0,1,0
679,Mads Hermansen,2024/25,45,63,2385,0,0,1,58,1,1,0
708,Mateus Gonçalo Espanha Fernandes,2024/25,50,95,2911,2,4,5,66,8,8,0
738,Lukasz Fabianski,2023/24,45,24,721,0,0,1,21,1,0,0
738,Lukasz Fabianski,2024/25,40,39,1160,0,0,2,21,2,2,0
627,Sam Johnstone,2023/24,45,68,1796,0,0,6,27,7,1,0
627,Sam Johnstone,2024/25,45,12,630,0,0,0,17,0,0,0
628,José Malheiro de Sá,2023/24,50,107,3037,0,1,4,58,8,1,0
628,José Malheiro de Sá,2024/25,45,93,2610,0,0,7,48,4,2,0
629,Daniel Bentley,2023/24,40,18,382,0,0,2,7,1,0,0
629,Daniel Bentley,2024/25,40,9,180,0,0,1,4,1,0,0
631,Emmanuel Agbadou,2024/25,40,45,1410,1,0,4,22,1,3,0
632,Matt Doherty,2023/24,45,41,1136,1,0,1,21,1,2,0
632,Matt Doherty,2024/25,45,75,2105,2,1,6,38,4,6,0
633,Hugo Bueno López,2023/24,45,29,727,0,0,2,16,0,1,0
633,Hugo Bueno López,2024/25,45,0,0,0,0,0,0,0,0,0
634,Yerson Mosquera Valdelamar,2023/24,40,0,0,0,0,0,0,0,0,0
634,Yerson Mosquera Valdelamar,2024/25,40,3,441,0,0,0,12,0,2,0
635,Rodrigo Martins Gomes,2024/25,55,42,794,2,0,1,20,0,0,0
636,Santiago Ignacio Bueno,2023/24,45,13,819,0,0,0,18,0,1,0
636,Santiago Ignacio Bueno,2024/25,45,52,1678,0,0,5,34,2,2,0
637,Toti Gomes,2023/24,45,82,2771,1,4,4,49,6,7,0
637,Toti Gomes,2024/25,45,79,2613,0,1,8,45,8,7,0
638,Ki-Jana Hoever,2023/24,40,0,0,0,0,0,0,0,0,0
638,Ki-Jana Hoever,2024/25,40,0,0,0,0,0,0,0,0,0
639,Bastien Meupiyou Menadjou,2024/25,40,0,0,0,0,0,0,0,0,0
640,Pedro Cardoso de Lima,2024/25,40,2,69,0,0,0,2,0,0,0
641,Alfie Pond,2024/25,40,1,1,0,0,0,0,0,0,0
642,Hwang Hee-chan,2023/24,55,125,2116,12,3,3,37,10,6,0
642,Hwang Hee-chan,2024/25,65,37,646,2,1,0,19,0,0,0
643,André Trindade da Costa Neto,2024/25,50,61,2472,0,0,7,46,1,7,0
644,Jean-Ricner Bellegarde,2023/24,50,45,948,2,2,0,24,1,0,1
644,Jean-Ricner Bellegarde,2024/25,50,90,1666,2,7,6,31,5,3,0
646,João Victor Gomes da Silva,2023/24,50,75,2646,2,2,4,51,3,11,0
646,João Victor Gomes da Silva,2024/25,50,87,2975,3,1,6,59,7,9,1
647,Gonçalo Manuel Ganchinho Guedes,2023/24,55,0,0,0,0,0,0,0,0,0
647,Gonçalo Manuel Ganchinho Guedes,2024/25,55,62,979,2,4,3,25,2,1,0
648,Marshall Munetsi,2024/25,50,50,1077,2,2,5,11,4,0,0
649,Boubacar Traoré,2023/24,45,25,802,0,0,0,23,0,4,0
649,Boubacar Traoré,2024/25,50,1,1,0,0,0,0,0,0,0
650,Tawanda Chirewa,2023/24,45,8,138,0,0,0,2,0,1,0
650,Tawanda Chirewa,2024/25,45,0,0,0,0,0,0,0,0,0
651,Tom Edozie,2024/25,45,0,0,0,0,0,0,0,0,0
652,Enso González Medina,2023/24,50,1,1,0,0,0,0,0,0,0
652,Enso González Medina,2024/25,45,0,0,0,0,0,0,0,0,0
653,Joe Hodge,2023/24,45,0,0,0,0,0,0,0,0,0
653,Joe Hodge,2024/25,45,0,0,0,0,0,0,0,0,0
654,Jørgen Strand Larsen,2024/25,55,145,2587,14,4,7,52,17,4,0
655,Fábio Soares Silva,2023/24,55,8,259,0,0,1,8,0,2,0
655,Fábio Soares Silva,2024/25,50,0,0,0,0,0,0,0,0,0
656,Saša Kalajdžić,2023/24,50,24,158,2,0,1,2,4,0,0
656,Saša Kalajdžić,2024/25,50,0,0,0,0,0,0,0,0,0
657,Leon Chiwome,2023/24,45,5,173,0,0,0,4,0,0,0
657,Leon Chiwome,2024/25,45,0,0,0,0,0,0,0,0,0
658,Nathan Fraser,2023/24,45,7,183,0,0,1,3,0,1,0
658,Nathan Fraser,2024/25,45,0,0,0,0,0,0,0,0,0
